30,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0
29,1,0,0,0,4,0,1,0,0,0,1,0,0,0,2
28,0,0,1,0,5,0,0,0,0,0,0,0,0,0,4
27,0,0,1,0,5,0,0,0,0,0,0,0,0,0,5
23,1,0,3,0,3,0,2,0,0,0,0,0,0,0,6
19,0,2,2,0,4,0,0,0,0,0,0,0,0,0,11
19,0,0,0,0,4,0,0,0,0,0,2,0,0,0,13
17,0,0,2,0,1,0,3,0,0,0,0,0,1,0,14
3,0,0,14,0,1,0,1,0,0,0,0,0,0,0,19
3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,35
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37
